seqid,start,end,strand,length,product
NC_014532.2,3676692,3677195,+,504,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
NC_014532.2,3677308,3678099,+,792,3-methyl-2-oxobutanoate hydroxymethyltransferase
NC_014532.2,3678099,3678947,+,849,pantoate--beta-alanine ligase
NC_014532.2,3678977,3679357,+,381,aspartate 1-decarboxylase
NC_014532.2,3679488,3680663,+,1176,acetyl-CoA C-acetyltransferase
NC_014532.2,3680722,3681915,-,1194,MFS transporter
NC_014532.2,3682001,3684133,-,2133,polyribonucleotide nucleotidyltransferase
NC_014532.2,3684489,3684758,-,270,30S ribosomal protein S15
NC_014532.2,3684849,3685775,-,927,tRNA pseudouridine(55) synthase TruB
NC_014532.2,3685775,3686194,-,420,30S ribosome-binding factor RbfA
NC_014532.2,3686213,3688756,-,2544,translation initiation factor IF-2
NC_014532.2,3688785,3690278,-,1494,transcription termination factor NusA
NC_014532.2,3690319,3690780,-,462,ribosome maturation factor RimP
NC_014532.2,3691317,3691679,-,363,preprotein translocase subunit SecG
NC_014532.2,3691684,3692433,-,750,triose-phosphate isomerase
NC_014532.2,3692482,3693831,-,1350,phosphoglucosamine mutase
NC_014532.2,3693824,3694618,-,795,dihydropteroate synthase
NC_014532.2,3694777,3696759,-,1983,ATP-dependent zinc metalloprotease FtsH
NC_014532.2,3696979,3697569,-,591,23S rRNA (uridine(2552)-2'-O)-methyltransferase RlmE
NC_014532.2,3697837,3698163,+,327,YhbY family RNA-binding protein
NC_014532.2,3698287,3698763,-,477,transcription elongation factor GreA
NC_014532.2,3698760,3701990,-,3231,carbamoyl-phosphate synthase large subunit
NC_014532.2,3702048,3703193,-,1146,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit
NC_014532.2,3703489,3704295,-,807,4-hydroxy-tetrahydrodipicolinate reductase
NC_014532.2,3704442,3705425,+,984,esterase-like activity of phytase family protein
NC_014532.2,3705402,3706331,-,930,DMT family transporter
NC_014532.2,3706335,3706616,-,282,DUF2218 domain-containing protein
NC_014532.2,3706912,3708039,+,1128,ABC transporter substrate-binding protein
NC_014532.2,3708041,3709126,+,1086,iron ABC transporter permease
NC_014532.2,3709120,3709869,+,750,ABC transporter ATP-binding protein
NC_014532.2,3709847,3710746,-,900,DMT family transporter
NC_014532.2,3710743,3711375,-,633,LysE family translocator
NC_014532.2,3711533,3712672,-,1140,molecular chaperone DnaJ
NC_014532.2,3712764,3714698,-,1935,molecular chaperone DnaK
NC_014532.2,3714826,3715455,-,630,nucleotide exchange factor GrpE
NC_014532.2,3715678,3717351,+,1674,DNA repair protein RecN
NC_014532.2,3717430,3717876,-,447,ferric iron uptake transcriptional regulator
NC_014532.2,3717949,3718368,+,420,outer membrane protein assembly factor BamE
NC_014532.2,3718376,3718669,-,294,RnfH family protein
NC_014532.2,3718680,3719114,-,435,type II toxin-antitoxin system RatA family toxin
NC_014532.2,3719244,3719735,+,492,SsrA-binding protein SmpB
NC_014532.2,3720323,3720553,+,231,DUF1654 domain-containing protein
NC_014532.2,3721073,3721255,+,183,type II toxin-antitoxin system HicA family toxin
NC_014532.2,3721294,3721971,+,678,type II toxin-antitoxin system HicB family antitoxin
NC_014532.2,3722060,3722479,-,420,hypothetical protein
NC_014532.2,3722476,3724275,-,1800,SIMPL domain-containing protein
NC_014532.2,3724275,3725132,-,858,hypothetical protein
NC_014532.2,3725149,3726600,-,1452,hypothetical protein
NC_014532.2,3726607,3726897,-,291,hypothetical protein
NC_014532.2,3726894,3734018,-,7125,EF-hand domain-containing protein
NC_014532.2,3734112,3734618,-,507,hypothetical protein
NC_014532.2,3734813,3735307,-,495,hypothetical protein
NC_014532.2,3735361,3735870,-,510,KilA-N domain-containing protein
NC_014532.2,3736075,3736386,-,312,DUF1799 domain-containing protein
NC_014532.2,3736443,3736784,-,342,hypothetical protein
NC_014532.2,3736870,3737817,-,948,phage tail tube protein
NC_014532.2,3737810,3737995,-,186,hypothetical protein
NC_014532.2,3738057,3738455,-,399,hypothetical protein
NC_014532.2,3738452,3739063,-,612,hypothetical protein
NC_014532.2,3739075,3739374,-,300,hypothetical protein
NC_014532.2,3739377,3739649,-,273,hypothetical protein
NC_014532.2,3739707,3740738,-,1032,major capsid protein
NC_014532.2,3740802,3741155,-,354,head decoration protein
NC_014532.2,3741191,3742414,-,1224,S49 family peptidase
NC_014532.2,3742452,3744107,-,1656,phage portal protein
NC_014532.2,3744110,3744334,-,225,hypothetical protein
NC_014532.2,3744331,3746307,-,1977,phage terminase large subunit family protein
NC_014532.2,3746264,3746857,-,594,terminase small subunit
NC_014532.2,3747062,3747832,+,771,hypothetical protein
NC_014532.2,3747931,3748416,-,486,hypothetical protein
NC_014532.2,3748413,3748742,-,330,"phage holin, lambda family"
NC_014532.2,3748795,3749373,-,579,N-acetylmuramoyl-L-alanine amidase
NC_014532.2,3749640,3750020,-,381,hypothetical protein
NC_014532.2,3750295,3751752,-,1458,primase-helicase family protein
NC_014532.2,3751752,3752789,-,1038,PriCT-2 domain-containing protein
NC_014532.2,3752829,3753089,-,261,hypothetical protein
NC_014532.2,3753127,3753453,+,327,hypothetical protein
NC_014532.2,3753456,3753668,-,213,TraR/DksA C4-type zinc finger protein
NC_014532.2,3753661,3754164,-,504,phage regulatory CII family protein
NC_014532.2,3754338,3754589,-,252,hypothetical protein
NC_014532.2,3754678,3755307,+,630,LexA family transcriptional regulator
NC_014532.2,3755324,3756220,+,897,SDH family Clp fold serine proteinase
NC_014532.2,3756536,3756721,+,186,hypothetical protein
NC_014532.2,3756718,3756975,+,258,hypothetical protein
NC_014532.2,3756972,3757313,+,342,hypothetical protein
NC_014532.2,3757317,3757502,+,186,hypothetical protein
NC_014532.2,3757499,3757792,+,294,phage antirepressor KilAC domain-containing protein
NC_014532.2,3757779,3758174,+,396,pyocin activator PrtN family protein
NC_014532.2,3758218,3758571,+,354,hypothetical protein
NC_014532.2,3758620,3759426,+,807,YfdQ family protein
NC_014532.2,3759501,3760253,+,753,hypothetical protein
NC_014532.2,3760250,3760636,+,387,hypothetical protein
NC_014532.2,3760633,3762369,+,1737,DNA cytosine methyltransferase
NC_014532.2,3762366,3762575,+,210,hypothetical protein
NC_014532.2,3762726,3763916,+,1191,site-specific integrase
NC_014532.2,3763882,3764685,-,804,NYN domain-containing protein
NC_014532.2,3765050,3765496,+,447,universal stress protein
NC_014532.2,3765597,3766535,-,939,LysR family transcriptional regulator
NC_014532.2,3766796,3767980,+,1185,L-rhamnonate dehydratase
NC_014532.2,3768013,3768336,+,324,L-rhamnose mutarotase
NC_014532.2,3768342,3769241,+,900,amidohydrolase
NC_014532.2,3769274,3770044,+,771,SDR family NAD(P)-dependent oxidoreductase
NC_014532.2,3770054,3770851,+,798,HpcH/HpaI aldolase/citrate lyase family protein
NC_014532.2,3770912,3772351,+,1440,aldehyde dehydrogenase
NC_014532.2,3772388,3773902,+,1515,cytosine permease
NC_014532.2,3773908,3774108,+,201,hypothetical protein
NC_014532.2,3774261,3775619,+,1359,GntP family permease
NC_014532.2,3775606,3778887,-,3282,FAD-binding and (Fe-S)-binding domain-containing protein
NC_014532.2,3779120,3779371,-,252,hypothetical protein
NC_014532.2,3779472,3780290,+,819,helix-turn-helix domain-containing protein
NC_014532.2,3780304,3780633,-,330,DUF952 domain-containing protein
NC_014532.2,3780712,3781650,+,939,LysR family transcriptional regulator
NC_014532.2,3781760,3782803,+,1044,TRAP transporter substrate-binding protein DctP
NC_014532.2,3782858,3783349,+,492,TRAP transporter small permease
NC_014532.2,3783349,3784626,+,1278,TRAP transporter large permease
NC_014532.2,3784631,3785395,+,765,M15 family metallopeptidase
NC_014532.2,3785487,3786092,+,606,hypothetical protein
NC_014532.2,3786076,3787884,-,1809,TRAP transporter fused permease subunit
NC_014532.2,3788005,3788955,-,951,TAXI family TRAP transporter solute-binding subunit
NC_014532.2,3789115,3790245,-,1131,Gfo/Idh/MocA family protein
NC_014532.2,3790318,3791820,-,1503,CoA-acylating methylmalonate-semialdehyde dehydrogenase
NC_014532.2,3791875,3792777,-,903,myo-inosose-2 dehydratase
NC_014532.2,3792867,3794714,-,1848,"3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)"
NC_014532.2,3794716,3796662,-,1947,5-dehydro-2-deoxygluconokinase
NC_014532.2,3796759,3797556,-,798,TIM barrel protein
NC_014532.2,3797571,3798422,-,852,ATP-binding cassette domain-containing protein
NC_014532.2,3798424,3799548,-,1125,ABC transporter permease
NC_014532.2,3799601,3800539,-,939,sugar ABC transporter substrate-binding protein
NC_014532.2,3800746,3801609,+,864,MurR/RpiR family transcriptional regulator
NC_014532.2,3801654,3802649,+,996,inositol 2-dehydrogenase
NC_014532.2,3802678,3803481,+,804,5-deoxy-glucuronate isomerase
NC_014532.2,3803566,3804327,-,762,sulfite exporter TauE/SafE family protein
NC_014532.2,3804385,3805407,-,1023,type I glyceraldehyde-3-phosphate dehydrogenase
NC_014532.2,3805782,3807248,+,1467,pyruvate kinase
NC_014532.2,3807241,3807717,+,477,methylglyoxal synthase
NC_014532.2,3807772,3809436,+,1665,glucose-6-phosphate isomerase
NC_014532.2,3809476,3809862,-,387,CrcB family protein
NC_014532.2,3809859,3810245,-,387,CrcB family protein
NC_014532.2,3810477,3812819,+,2343,mechanosensitive ion channel domain-containing protein
NC_014532.2,3812897,3814303,-,1407,efflux transporter outer membrane subunit
NC_014532.2,3814296,3816230,-,1935,MacB family efflux pump subunit
NC_014532.2,3816230,3817387,-,1158,efflux RND transporter periplasmic adaptor subunit
NC_014532.2,3817597,3818850,-,1254,heme biosynthesis HemY N-terminal domain-containing protein
NC_014532.2,3818847,3820400,-,1554,uroporphyrinogen-III C-methyltransferase
NC_014532.2,3820407,3821198,-,792,uroporphyrinogen-III synthase
NC_014532.2,3821198,3822130,-,933,hydroxymethylbilane synthase
NC_014532.2,3822386,3823804,+,1419,argininosuccinate lyase
NC_014532.2,3823816,3823989,+,174,LPS translocon maturation chaperone LptM
NC_014532.2,3823992,3825281,+,1290,diaminopimelate decarboxylase
NC_014532.2,3825281,3826114,+,834,diaminopimelate epimerase
NC_014532.2,3826152,3826871,+,720,DUF484 family protein
NC_014532.2,3826864,3827790,+,927,tyrosine recombinase XerC
NC_014532.2,3827787,3828539,+,753,HAD family hydrolase
NC_014532.2,3828722,3829342,-,621,ribosome biogenesis GTP-binding protein YihA/YsxC
NC_014532.2,3829571,3830191,+,621,cytochrome c
NC_014532.2,3830317,3830949,+,633,thiol:disulfide interchange protein DsbA/DsbL
NC_014532.2,3830951,3831772,+,822,endonuclease/exonuclease/phosphatase family protein
NC_014532.2,3831938,3832498,+,561,TRAP transporter small permease subunit
NC_014532.2,3832498,3833901,+,1404,TRAP transporter large permease subunit
NC_014532.2,3834091,3835155,+,1065,TRAP transporter substrate-binding protein
NC_014532.2,3835278,3836108,+,831,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
NC_014532.2,3836181,3837026,+,846,universal stress protein
NC_014532.2,3837122,3837562,+,441,D-aminoacyl-tRNA deacylase
NC_014532.2,3837826,3839241,+,1416,uracil-xanthine permease family protein
NC_014532.2,3839262,3841205,-,1944,ATP-binding cassette domain-containing protein
NC_014532.2,3841260,3841778,+,519,TIGR02444 family protein
NC_014532.2,3841893,3842918,+,1026,TRAP transporter substrate-binding protein DctP
NC_014532.2,3843206,3843787,+,582,TRAP transporter small permease
NC_014532.2,3843818,3845101,+,1284,TRAP transporter large permease
NC_014532.2,3845134,3845577,+,444,universal stress protein
NC_014532.2,3845710,3846462,+,753,FKBP-type peptidyl-prolyl cis-trans isomerase
NC_014532.2,3846536,3847132,-,597,SCO family protein
NC_014532.2,3847310,3848224,+,915,AEC family transporter
NC_014532.2,3848473,3849357,-,885,LysR substrate-binding domain-containing protein
NC_014532.2,3849468,3850595,+,1128,DMT family transporter
NC_014532.2,3850519,3851250,-,732,tRNA (guanosine(46)-N7)-methyltransferase TrmB
NC_014532.2,3851335,3852132,-,798,thiazole synthase
NC_014532.2,3852298,3852498,-,201,sulfur carrier protein ThiS
NC_014532.2,3852600,3852983,+,384,DUF423 domain-containing protein
NC_014532.2,3853001,3853414,-,414,PaaI family thioesterase
NC_014532.2,3853522,3855696,-,2175,malate synthase G
NC_014532.2,3855936,3856916,+,981,alpha/beta hydrolase
NC_014532.2,3856913,3857395,+,483,hypothetical protein
NC_014532.2,3857971,3858840,+,870,WYL domain-containing protein
NC_014532.2,3858874,3859425,-,552,porin family protein
NC_014532.2,3859554,3861614,-,2061,choline BCCT transporter BetT
NC_014532.2,3861887,3862036,+,150,hypothetical protein
NC_014532.2,3862036,3862770,+,735,metal ABC transporter ATP-binding protein
NC_014532.2,3862754,3863644,+,891,metal ABC transporter permease
NC_014532.2,3863665,3864771,+,1107,"metal ABC transporter solute-binding protein, Zn/Mn family"
NC_014532.2,3864787,3865704,+,918,LysR family transcriptional regulator
NC_014532.2,3865786,3866169,+,384,DoxX family protein
NC_014532.2,3866224,3866961,+,738,dioxygenase
NC_014532.2,3867046,3867579,-,534,lactoylglutathione lyase
NC_014532.2,3867721,3868065,+,345,hypothetical protein
NC_014532.2,3868137,3868640,+,504,C40 family peptidase
NC_014532.2,3868919,3869557,+,639,peroxiredoxin
NC_014532.2,3869766,3870572,+,807,hydroxyethylthiazole kinase
NC_014532.2,3870562,3871191,+,630,thiamine phosphate synthase
NC_014532.2,3871208,3872083,-,876,DMT family transporter
NC_014532.2,3872239,3873672,-,1434,serine hydrolase
NC_014532.2,3873822,3874589,-,768,sulfite exporter TauE/SafE family protein
NC_014532.2,3874705,3875778,-,1074,proline racemase family protein
NC_014532.2,3875824,3877179,-,1356,VOC family protein
NC_014532.2,3877265,3878518,-,1254,aspartate aminotransferase family protein
NC_014532.2,3878719,3879633,+,915,LysR substrate-binding domain-containing protein
NC_014532.2,3879630,3880532,-,903,LysR family transcriptional regulator
NC_014532.2,3880717,3882210,+,1494,aldehyde dehydrogenase family protein
NC_014532.2,3882315,3883766,+,1452,sodium-dependent transporter
NC_014532.2,3883763,3884071,+,309,hypothetical protein
NC_014532.2,3884068,3885348,+,1281,FAD-binding oxidoreductase
NC_014532.2,3885394,3886167,-,774,amino acid ABC transporter ATP-binding protein
NC_014532.2,3886198,3887292,-,1095,amino acid ABC transporter permease
NC_014532.2,3887294,3888472,-,1179,amino acid ABC transporter permease
NC_014532.2,3888670,3889698,-,1029,amino acid ABC transporter substrate-binding protein
NC_014532.2,3889794,3891293,-,1500,cell wall metabolism sensor histidine kinase WalK
NC_014532.2,3891290,3892021,-,732,response regulator transcription factor
NC_014532.2,3892198,3892485,+,288,hypothetical protein
NC_014532.2,3892567,3893409,+,843,cytochrome b/b6 domain-containing protein
NC_014532.2,3893390,3894163,+,774,molybdopterin-binding protein
NC_014532.2,3894201,3895082,-,882,LysR family transcriptional regulator
NC_014532.2,3895199,3896431,+,1233,tryptophan synthase subunit beta
NC_014532.2,3896428,3897249,+,822,tryptophan synthase subunit alpha
NC_014532.2,3897312,3897926,+,615,hypothetical protein
NC_014532.2,3897942,3899498,-,1557,alkyl hydroperoxide reductase subunit F
NC_014532.2,3899638,3900201,-,564,alkyl hydroperoxide reductase subunit C
NC_014532.2,3900331,3901038,-,708,RNA polymerase sigma factor FliA
NC_014532.2,3901064,3901462,-,399,flagellar protein FlhE
NC_014532.2,3901466,3903547,-,2082,flagellar biosynthesis protein FlhA
NC_014532.2,3903544,3904710,-,1167,flagellar biosynthesis protein FlhB
NC_014532.2,3904857,3905546,-,690,protein phosphatase CheZ
NC_014532.2,3905587,3905976,-,390,chemotaxis response regulator CheY
NC_014532.2,3906086,3907147,-,1062,chemotaxis response regulator protein-glutamate methylesterase
NC_014532.2,3907253,3908116,-,864,CheR family methyltransferase
NC_014532.2,3908113,3910290,-,2178,methyl-accepting chemotaxis protein
NC_014532.2,3910375,3912120,-,1746,methyl-accepting chemotaxis protein
NC_014532.2,3912193,3913815,-,1623,methyl-accepting chemotaxis protein
NC_014532.2,3913852,3914349,-,498,chemotaxis protein CheW
NC_014532.2,3914346,3916487,-,2142,chemotaxis protein CheA
NC_014532.2,3916520,3917473,-,954,flagellar motor protein MotB
NC_014532.2,3917470,3918342,-,873,flagellar motor stator protein MotA
NC_014532.2,3918466,3919044,-,579,flagellar transcriptional regulator FlhC
NC_014532.2,3919034,3919390,-,357,flagellar transcriptional regulator FlhD
NC_014532.2,3919690,3919962,-,273,EscU/YscU/HrcU family type III secretion system export apparatus switch protein
NC_014532.2,3919959,3920993,-,1035,flagellar hook-length control protein FliK
NC_014532.2,3920990,3921388,-,399,flagellar protein FliT
NC_014532.2,3921391,3921789,-,399,flagellar export chaperone FliS
NC_014532.2,3922096,3922332,-,237,DUF2835 domain-containing protein
NC_014532.2,3922359,3926414,-,4056,tetratricopeptide repeat protein
NC_014532.2,3926546,3927496,-,951,flagellin
NC_014532.2,3927644,3928537,-,894,flagellin
NC_014532.2,3928792,3930156,-,1365,flagellar filament capping protein FliD
NC_014532.2,3930281,3931642,-,1362,flagellar filament capping protein FliD
NC_014532.2,3931750,3933624,-,1875,methyl-accepting chemotaxis protein
NC_014532.2,3933797,3934162,+,366,flagellar protein FlaG
NC_014532.2,3934170,3934499,-,330,flagellar hook-basal body complex protein FliE
NC_014532.2,3934783,3936528,+,1746,flagellar basal-body MS-ring/collar protein FliF
NC_014532.2,3936518,3937516,+,999,flagellar motor switch protein FliG
NC_014532.2,3937509,3938261,+,753,flagellar assembly protein FliH
NC_014532.2,3938261,3939655,+,1395,flagellar protein export ATPase FliI
NC_014532.2,3939652,3940101,+,450,flagellar export protein FliJ
NC_014532.2,3940124,3941452,+,1329,flagellar hook-length control protein FliK
NC_014532.2,3941578,3942057,+,480,flagellar basal body-associated protein FliL
NC_014532.2,3942081,3943124,+,1044,flagellar motor switch protein FliM
NC_014532.2,3943117,3943629,+,513,flagellar motor switch protein FliN
